date,region_code,icb_code,capacity,capacity_per_population,population,num_ward_patients,occupancy,suppressed
2023-11-01,Y60,QGH,116,16.9,687028,261,1.0,True
2023-11-01,Y59,QKS,353,21.9,1612785,354,1.0,True
2023-11-01,Y62,QYG,396,17.4,2274535,199,0.503,False
2023-11-01,Y62,QOP,689,26.6,2586911,372,0.54,False
2023-11-01,Y62,QE1,400,26.5,1512265,217,0.543,False
2023-11-01,Y63,QOQ,157,10.5,1495717,101,0.643,False
2023-11-01,Y63,QHM,500,18.9,2648569,166,0.332,False
2023-11-01,Y63,QF7,240,19.5,1232761,81,0.338,False
2023-11-01,Y63,QWO,331,15.4,2146896,264,0.798,False
2023-11-01,Y60,QHL,170,13.4,1266823,105,0.618,False
2023-11-01,Y60,QWU,145,16.4,885413,134,0.924,False
2023-11-01,Y60,QJ2,157,16.9,928090,81,0.516,False
2023-11-01,Y60,QK1,123,12.4,990432,107,0.87,False
2023-11-01,Y60,QJM,126,18.5,681181,101,0.802,False
2023-11-01,Y60,QPM,338,50.5,669366,268,0.793,False
2023-11-01,Y60,QT1,119,11.4,1042908,92,0.773,False
2023-11-01,Y60,QOC,202,46.4,435552,109,0.54,False
2023-11-01,Y60,QNC,224,23,975001,139,0.621,False
2023-11-01,Y60,QUA,526,50.4,1042826,385,0.732,False
2023-11-01,Y61,QJG,161,18.3,880828,129,0.801,False
2023-11-01,Y61,QM7,503,38.2,1318118,435,0.865,False
2023-11-01,Y61,QMM,164,17.9,916925,148,0.902,False
2023-11-01,Y61,QH8,180,17.5,1026575,169,0.939,False
2023-11-01,Y61,QHG,360,40.9,879500,314,0.872,False
2023-11-01,Y61,QUE,170,20,850062,143,0.841,False
2023-11-01,Y56,QMJ,155,10.4,1491711,109,0.703,False
2023-11-01,Y56,QKK,446,25.9,1720531,365,0.818,False
2023-11-01,Y56,QWE,365,25.4,1436085,244,0.668,False
2023-11-01,Y56,QMF,328,16.8,1949531,247,0.753,False
2023-11-01,Y56,QRV,588,24.6,2390057,188,0.32,False
2023-11-01,Y59,QU9,471,29.2,1614333,425,0.902,False
2023-11-01,Y59,QNQ,225,33.7,667037,204,0.907,False
2023-11-01,Y59,QRL,372,23,1614176,308,0.828,False
2023-11-01,Y59,QXU,231,25,925154,193,0.835,False
2023-11-01,Y59,QNX,129,8.4,1537758,115,0.891,False
2023-11-01,Y58,QT6,195,38.5,506051,115,0.59,False
2023-11-01,Y58,QVV,134,19.2,699617,65,0.485,False
2023-11-01,Y58,QJK,225,20.8,1082047,107,0.476,False
2023-11-01,Y58,QSL,101,20.1,501321,90,0.891,False
2023-11-01,Y58,QOX,164,20,819157,109,0.665,False
2023-11-01,Y58,QUY,156,17.5,889463,98,0.628,False
2023-11-01,Y58,QR1,96,17,565809,30,0.313,False
