date,region_code,icb_code,capacity,capacity_per_population,population,num_ward_patients,occupancy,suppressed
2023-07-01,Y60,QGH,108,15.719883323532665,687028,148,1.0,True
2023-07-01,Y60,QT1,54,5.177829683922264,1042908,55,1.0,True
2023-07-01,Y58,QSL,81,16.157312380690215,501321,163,1.0,True
2023-07-01,Y62,QYG,269,11.826593127826127,2274535,115,0.4275092936802974,False
2023-07-01,Y62,QOP,625,24.160089001902268,2586911,298,0.4768,False
2023-07-01,Y62,QE1,393,25.9875088030206,1512265,178,0.4529262086513995,False
2023-07-01,Y63,QOQ,143,9.560632124927375,1495717,121,0.8461538461538461,False
2023-07-01,Y63,QHM,463,17.4811379276885,2648569,150,0.32397408207343414,False
2023-07-01,Y63,QF7,160,12.978995928651216,1232761,80,0.5,False
2023-07-01,Y63,QWO,273,12.716032821338342,2146896,165,0.6043956043956044,False
2023-07-01,Y60,QHL,165,13.024708266269242,1266823,74,0.4484848484848485,False
2023-07-01,Y60,QWU,149,16.82830498309828,885413,136,0.912751677852349,False
2023-07-01,Y60,QJ2,138,14.869247594522083,928090,30,0.21739130434782608,False
2023-07-01,Y60,QK1,110,11.106264741042292,990432,51,0.4636363636363636,False
2023-07-01,Y60,QJM,91,13.35915123880437,681181,48,0.5274725274725275,False
2023-07-01,Y60,QPM,357,53.3340504298097,669366,289,0.8095238095238095,False
2023-07-01,Y60,QOC,148,33.97986922342223,435552,76,0.5135135135135135,False
2023-07-01,Y60,QNC,144,14.769215621317311,975001,36,0.25,False
2023-07-01,Y60,QUA,567,54.371486710151075,1042826,328,0.5784832451499118,False
2023-07-01,Y61,QJG,130,14.758840545486747,880828,59,0.45384615384615384,False
2023-07-01,Y61,QM7,390,29.58763934640146,1318118,327,0.8384615384615385,False
2023-07-01,Y61,QMM,121,13.196281048068272,916925,91,0.7520661157024794,False
2023-07-01,Y61,QH8,150,14.611694225945499,1026575,105,0.7,False
2023-07-01,Y61,QHG,330,37.52131893121092,879500,306,0.9272727272727272,False
2023-07-01,Y61,QUE,117,13.763701941740722,850062,93,0.7948717948717948,False
2023-07-01,Y56,QMJ,154,10.323715518622576,1491711,97,0.6298701298701299,False
2023-07-01,Y56,QKK,433,25.16664913331989,1720531,361,0.8337182448036952,False
2023-07-01,Y56,QWE,347,24.16291514778025,1436085,185,0.5331412103746398,False
2023-07-01,Y56,QMF,242,12.413241954090497,1949531,192,0.7933884297520661,False
2023-07-01,Y56,QRV,531,22.21704335921696,2390057,223,0.4199623352165725,False
2023-07-01,Y59,QU9,352,21.80467103131758,1614333,255,0.7244318181818182,False
2023-07-01,Y59,QNQ,335,50.22210162254867,667037,243,0.7253731343283583,False
2023-07-01,Y59,QKS,274,16.989245311681344,1612785,177,0.6459854014598541,False
2023-07-01,Y59,QRL,362,22.426302955811508,1614176,330,0.9116022099447514,False
2023-07-01,Y59,QXU,200,21.618022513008647,925154,149,0.745,False
2023-07-01,Y59,QNX,101,6.56800354802251,1537758,78,0.7722772277227723,False
2023-07-01,Y58,QT6,125,24.701067678949357,506051,87,0.696,False
2023-07-01,Y58,QVV,126,18.00985396295402,699617,50,0.3968253968253968,False
2023-07-01,Y58,QJK,126,11.644595844727633,1082047,98,0.7777777777777778,False
2023-07-01,Y58,QOX,137,16.724510685985713,819157,61,0.44525547445255476,False
2023-07-01,Y58,QUY,121,13.6037137014131,889463,74,0.6115702479338843,False
2023-07-01,Y58,QR1,71,12.5484041434477,565809,45,0.6338028169014085,False
