date,region_code,icb_code,capacity,capacity_per_population,population,num_ward_patients,occupancy,suppressed
2023-07-01,Y60,QGH,108,15.719883323532663,687028,148,1.0,True
2023-07-01,Y60,QT1,54,5.177829683922264,1042908,55,1.0,True
2023-07-01,Y58,QSL,81,16.157312380690215,501321,163,1.0,True
2023-07-01,Y62,QYG,269,11.826593127826127,2274535,115,0.4275092936802974,False
2023-07-01,Y62,QOP,625,24.160089001902268,2586911,298,0.4768,False
2023-07-01,Y62,QE1,393,25.9875088030206,1512265,178,0.4529262086513995,False
2023-07-01,Y63,QOQ,143,9.560632124927375,1495717,121,0.8461538461538461,False
2023-07-01,Y63,QHM,463,17.4811379276885,2648569,150,0.3239740820734341,False
2023-07-01,Y63,QF7,160,12.978995928651216,1232761,80,0.5,False
2023-07-01,Y63,QWO,273,12.716032821338342,2146896,165,0.6043956043956044,False
2023-07-01,Y60,QHL,165,13.024708266269242,1266823,74,0.4484848484848485,False
2023-07-01,Y60,QWU,149,16.82830498309828,885413,136,0.912751677852349,False
2023-07-01,Y60,QJ2,138,14.869247594522085,928090,30,0.217391304347826,False
2023-07-01,Y60,QK1,110,11.106264741042292,990432,51,0.4636363636363636,False
2023-07-01,Y60,QJM,91,13.35915123880437,681181,48,0.5274725274725275,False
2023-07-01,Y60,QPM,357,53.3340504298097,669366,289,0.8095238095238095,False
2023-07-01,Y60,QOC,148,33.97986922342223,435552,76,0.5135135135135135,False
2023-07-01,Y60,QNC,144,14.769215621317311,975001,36,0.25,False
2023-07-01,Y60,QUA,567,54.37148671015108,1042826,328,0.5784832451499118,False
2023-07-01,Y61,QJG,130,14.758840545486748,880828,59,0.4538461538461538,False
2023-07-01,Y61,QM7,390,29.58763934640146,1318118,327,0.8384615384615385,False
2023-07-01,Y61,QMM,121,13.196281048068272,916925,91,0.7520661157024794,False
2023-07-01,Y61,QH8,150,14.6116942259455,1026575,105,0.7,False
2023-07-01,Y61,QHG,330,37.52131893121092,879500,306,0.9272727272727272,False
2023-07-01,Y61,QUE,117,13.763701941740722,850062,93,0.7948717948717948,False
2023-07-01,Y56,QMJ,154,10.323715518622576,1491711,97,0.6298701298701299,False
2023-07-01,Y56,QKK,433,25.16664913331989,1720531,361,0.8337182448036952,False
2023-07-01,Y56,QWE,347,24.16291514778025,1436085,185,0.5331412103746398,False
2023-07-01,Y56,QMF,242,12.413241954090497,1949531,192,0.7933884297520661,False
2023-07-01,Y56,QRV,531,22.21704335921696,2390057,223,0.4199623352165725,False
2023-07-01,Y59,QU9,352,21.80467103131758,1614333,255,0.7244318181818182,False
2023-07-01,Y59,QNQ,335,50.22210162254867,667037,243,0.7253731343283583,False
2023-07-01,Y59,QKS,274,16.989245311681344,1612785,177,0.6459854014598541,False
2023-07-01,Y59,QRL,362,22.426302955811508,1614176,330,0.9116022099447514,False
2023-07-01,Y59,QXU,200,21.618022513008647,925154,149,0.745,False
2023-07-01,Y59,QNX,101,6.56800354802251,1537758,78,0.7722772277227723,False
2023-07-01,Y58,QT6,125,24.70106767894936,506051,87,0.696,False
2023-07-01,Y58,QVV,126,18.00985396295402,699617,50,0.3968253968253968,False
2023-07-01,Y58,QJK,126,11.644595844727633,1082047,98,0.7777777777777778,False
2023-07-01,Y58,QOX,137,16.724510685985713,819157,61,0.4452554744525547,False
2023-07-01,Y58,QUY,121,13.6037137014131,889463,74,0.6115702479338843,False
2023-07-01,Y58,QR1,71,12.5484041434477,565809,45,0.6338028169014085,False
2023-08-01,Y60,QGH,116,16.9,687028,152,1.0,True
2023-08-01,Y60,QT1,88,8.4,1042908,97,1.0,True
2023-08-01,Y62,QYG,249,10.9,2274535,100,0.402,False
2023-08-01,Y62,QOP,525,20.3,2586911,295,0.562,False
2023-08-01,Y62,QE1,398,26.3,1512265,175,0.44,False
2023-08-01,Y63,QOQ,147,9.8,1495717,117,0.796,False
2023-08-01,Y63,QHM,493,18.6,2648569,186,0.377,False
2023-08-01,Y63,QF7,170,13.8,1232761,86,0.506,False
2023-08-01,Y63,QWO,275,12.8,2146896,182,0.662,False
2023-08-01,Y60,QHL,170,13.4,1266823,115,0.676,False
2023-08-01,Y60,QWU,147,16.6,885413,131,0.891,False
2023-08-01,Y60,QJ2,121,13.0,928090,57,0.471,False
2023-08-01,Y60,QK1,113,11.4,990432,73,0.646,False
2023-08-01,Y60,QJM,91,13.4,681181,39,0.429,False
2023-08-01,Y60,QPM,352,52.6,669366,293,0.832,False
2023-08-01,Y60,QOC,148,34.0,435552,56,0.378,False
2023-08-01,Y60,QNC,139,14.3,975001,65,0.468,False
2023-08-01,Y60,QUA,565,54.2,1042826,303,0.536,False
2023-08-01,Y61,QJG,130,14.8,880828,94,0.723,False
2023-08-01,Y61,QM7,433,32.8,1318118,333,0.769,False
2023-08-01,Y61,QMM,115,12.5,916925,71,0.617,False
2023-08-01,Y61,QH8,180,17.5,1026575,160,0.889,False
2023-08-01,Y61,QHG,339,38.5,879500,323,0.953,False
2023-08-01,Y61,QUE,129,15.2,850062,106,0.822,False
2023-08-01,Y56,QMJ,159,10.7,1491711,107,0.673,False
2023-08-01,Y56,QKK,442,25.7,1720531,321,0.726,False
2023-08-01,Y56,QWE,347,24.2,1436085,132,0.38,False
2023-08-01,Y56,QMF,292,15.0,1949531,201,0.688,False
2023-08-01,Y56,QRV,551,23.1,2390057,232,0.421,False
2023-08-01,Y59,QU9,366,22.7,1614333,311,0.85,False
2023-08-01,Y59,QNQ,339,50.8,667037,224,0.661,False
2023-08-01,Y59,QKS,282,17.5,1612785,217,0.77,False
2023-08-01,Y59,QRL,362,22.4,1614176,348,0.961,False
2023-08-01,Y59,QXU,206,22.3,925154,171,0.83,False
2023-08-01,Y59,QNX,101,6.6,1537758,61,0.604,False
2023-08-01,Y58,QT6,125,24.7,506051,102,0.816,False
2023-08-01,Y58,QVV,128,18.3,699617,47,0.367,False
2023-08-01,Y58,QJK,129,11.9,1082047,77,0.597,False
2023-08-01,Y58,QSL,89,17.8,501321,76,0.854,False
2023-08-01,Y58,QOX,142,17.3,819157,81,0.57,False
2023-08-01,Y58,QUY,121,13.6,889463,61,0.504,False
2023-08-01,Y58,QR1,71,12.5,565809,51,0.718,False
2023-09-01,Y60,QWU,145,16.376538406370813,885413,148,1.0,True
2023-09-01,Y60,QGH,116,16.884319125275827,687028,128,1.0,True
2023-09-01,Y59,QRL,362,22.426302955811508,1614176,369,1.0,True
2023-09-01,Y62,QYG,251,11.03522258395672,2274535,126,0.50199203187251,False
2023-09-01,Y62,QOP,665,25.706334698024012,2586911,412,0.6195488721804512,False
2023-09-01,Y62,QE1,398,26.31813868601072,1512265,181,0.4547738693467337,False
2023-09-01,Y63,QOQ,147,9.828062394156111,1495717,110,0.7482993197278912,False
2023-09-01,Y63,QHM,472,17.820944064511817,2648569,169,0.3580508474576271,False
2023-09-01,Y63,QF7,180,14.601370419732618,1232761,126,0.7,False
2023-09-01,Y63,QWO,312,14.53260893867239,2146896,275,0.8814102564102564,False
2023-09-01,Y60,QHL,170,13.419396395550129,1266823,82,0.4823529411764706,False
2023-09-01,Y60,QJ2,116,12.498787833076534,928090,76,0.6551724137931034,False
2023-09-01,Y60,QK1,135,13.630415818551905,990432,116,0.8592592592592593,False
2023-09-01,Y60,QJM,146,21.433363525993823,681181,40,0.273972602739726,False
2023-09-01,Y60,QPM,348,51.98949453662122,669366,47,0.1350574712643678,False
2023-09-01,Y60,QT1,113,10.835088042281772,1042908,72,0.6371681415929203,False
2023-09-01,Y60,QOC,164,37.65336859892734,435552,108,0.6585365853658537,False
2023-09-01,Y60,QNC,199,20.410235476681564,975001,115,0.5778894472361809,False
2023-09-01,Y60,QUA,565,54.17970016090892,1042826,322,0.5699115044247788,False
2023-09-01,Y61,QJG,251,28.495915207055177,880828,221,0.8804780876494024,False
2023-09-01,Y61,QM7,447,33.911986635490905,1318118,335,0.7494407158836689,False
2023-09-01,Y61,QMM,130,14.177822613627068,916925,85,0.6538461538461539,False
2023-09-01,Y61,QH8,180,17.534033071134598,1026575,129,0.7166666666666667,False
2023-09-01,Y61,QHG,360,40.93234792495736,879500,341,0.9472222222222222,False
2023-09-01,Y61,QUE,124,14.587171288682471,850062,107,0.8629032258064516,False
2023-09-01,Y56,QMJ,159,10.658901087409022,1491711,108,0.6792452830188679,False
2023-09-01,Y56,QKK,462,26.852175287745467,1720531,330,0.7142857142857143,False
2023-09-01,Y56,QWE,347,24.16291514778025,1436085,157,0.4524495677233429,False
2023-09-01,Y56,QMF,297,15.234433307292884,1949531,200,0.6734006734006734,False
2023-09-01,Y56,QRV,551,23.053843485741137,2390057,216,0.3920145190562613,False
2023-09-01,Y59,QU9,409,25.33554105627525,1614333,327,0.7995110024449877,False
2023-09-01,Y59,QNQ,226,33.881179005062684,667037,191,0.8451327433628318,False
2023-09-01,Y59,QKS,309,19.15940438434137,1612785,262,0.8478964401294499,False
2023-09-01,Y59,QXU,188,20.320941162228127,925154,166,0.8829787234042553,False
2023-09-01,Y59,QNX,113,7.348360405213303,1537758,91,0.8053097345132744,False
2023-09-01,Y58,QT6,125,24.70106767894936,506051,86,0.688,False
2023-09-01,Y58,QVV,134,19.153336754252685,699617,57,0.4253731343283582,False
2023-09-01,Y58,QJK,150,13.862614100866228,1082047,67,0.4466666666666666,False
2023-09-01,Y58,QSL,96,19.14940726600322,501321,69,0.71875,False
2023-09-01,Y58,QOX,147,17.945277889342336,819157,91,0.6190476190476191,False
2023-09-01,Y58,QUY,121,13.6037137014131,889463,67,0.5537190082644629,False
2023-09-01,Y58,QR1,91,16.08316587399635,565809,82,0.9010989010989012,False
2023-10-01,Y60,QGH,116,16.9,687028,142,1.0,True
2023-10-01,Y58,QSL,96,19.1,501321,158,1.0,True
2023-10-01,Y58,QUY,156,17.5,889463,195,1.0,True
2023-10-01,Y62,QYG,331,14.6,2274535,140,0.423,False
2023-10-01,Y62,QOP,643,24.9,2586911,402,0.625,False
2023-10-01,Y62,QE1,398,26.3,1512265,233,0.585,False
2023-10-01,Y63,QOQ,150,10.0,1495717,91,0.607,False
2023-10-01,Y63,QHM,500,18.9,2648569,166,0.332,False
2023-10-01,Y63,QF7,200,16.2,1232761,101,0.505,False
2023-10-01,Y63,QWO,321,15.0,2146896,229,0.713,False
2023-10-01,Y60,QHL,170,13.4,1266823,102,0.6,False
2023-10-01,Y60,QWU,145,16.4,885413,134,0.924,False
2023-10-01,Y60,QJ2,130,14.0,928090,65,0.5,False
2023-10-01,Y60,QK1,110,11.1,990432,89,0.809,False
2023-10-01,Y60,QJM,140,20.6,681181,87,0.621,False
2023-10-01,Y60,QPM,338,50.5,669366,292,0.864,False
2023-10-01,Y60,QT1,124,11.9,1042908,78,0.629,False
2023-10-01,Y60,QOC,164,37.7,435552,101,0.616,False
2023-10-01,Y60,QNC,219,22.5,975001,133,0.607,False
2023-10-01,Y60,QUA,506,48.5,1042826,351,0.694,False
2023-10-01,Y61,QJG,151,17.1,880828,96,0.636,False
2023-10-01,Y61,QM7,455,34.5,1318118,342,0.752,False
2023-10-01,Y61,QMM,136,14.8,916925,111,0.816,False
2023-10-01,Y61,QH8,180,17.5,1026575,150,0.833,False
2023-10-01,Y61,QHG,360,40.9,879500,333,0.925,False
2023-10-01,Y61,QUE,150,17.6,850062,120,0.8,False
2023-10-01,Y56,QMJ,155,10.4,1491711,99,0.639,False
2023-10-01,Y56,QKK,445,25.9,1720531,347,0.78,False
2023-10-01,Y56,QWE,347,24.2,1436085,153,0.441,False
2023-10-01,Y56,QMF,342,17.5,1949531,226,0.661,False
2023-10-01,Y56,QRV,583,24.4,2390057,243,0.417,False
2023-10-01,Y59,QU9,480,29.7,1614333,443,0.923,False
2023-10-01,Y59,QNQ,218,32.7,667037,183,0.839,False
2023-10-01,Y59,QKS,318,19.7,1612785,293,0.921,False
2023-10-01,Y59,QRL,372,23.0,1614176,369,0.992,False
2023-10-01,Y59,QXU,200,21.6,925154,168,0.84,False
2023-10-01,Y59,QNX,122,7.9,1537758,79,0.648,False
2023-10-01,Y58,QT6,175,34.6,506051,0,0.0,False
2023-10-01,Y58,QVV,134,19.2,699617,63,0.47,False
2023-10-01,Y58,QJK,202,18.7,1082047,101,0.5,False
2023-10-01,Y58,QOX,159,19.4,819157,69,0.434,False
2023-10-01,Y58,QR1,96,17.0,565809,40,0.417,False
2023-11-01,Y60,QGH,116,16.9,687028,261,1.0,True
2023-11-01,Y59,QKS,353,21.9,1612785,354,1.0,True
2023-11-01,Y62,QYG,396,17.4,2274535,199,0.503,False
2023-11-01,Y62,QOP,689,26.6,2586911,372,0.54,False
2023-11-01,Y62,QE1,400,26.5,1512265,217,0.543,False
2023-11-01,Y63,QOQ,157,10.5,1495717,101,0.643,False
2023-11-01,Y63,QHM,500,18.9,2648569,166,0.332,False
2023-11-01,Y63,QF7,240,19.5,1232761,81,0.338,False
2023-11-01,Y63,QWO,331,15.4,2146896,264,0.798,False
2023-11-01,Y60,QHL,170,13.4,1266823,105,0.618,False
2023-11-01,Y60,QWU,145,16.4,885413,134,0.924,False
2023-11-01,Y60,QJ2,157,16.9,928090,81,0.516,False
2023-11-01,Y60,QK1,123,12.4,990432,107,0.87,False
2023-11-01,Y60,QJM,126,18.5,681181,101,0.802,False
2023-11-01,Y60,QPM,338,50.5,669366,268,0.793,False
2023-11-01,Y60,QT1,119,11.4,1042908,92,0.773,False
